title,platform,IGNScore,CommScore,CommRaters,genre,publisher,developer,releaseDate,reviewDate
The Incredible Hulk,PC,5.5,6.1,25,Action,SEGA,Edge of Reality,10.06.2008,11.06.2008
Dig Dug,Wii,5,6.8,10,Action,Nintendo,Namco,09.06.2008,12.06.2008
Worms: A Space Oddity,Wireless,7.8,4.4,1,Strategy,THQ Wireless,,,12.06.2008
The Incredible Hulk,Wireless,4,6.4,5,Action,Hands-On Mobile (aka MFORMA),Hands-On Mobile (aka MFORMA),,12.06.2008
Secret Agent Clank,PlayStation Portable,6.5,7.5,248,Action,Sony Computer Entertainment,High Impact Games,17.06.2008,12.06.2008
The Incredible Hulk,Nintendo DS,5.2,5.9,6,Action,SEGA,Amaze Entertainment,05.06.2008,12.06.2008
Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,10,9.5,13318,Action,Konami,Kojima Productions,12.06.2008,12.06.2008
Wedding Dash,Wireless,7.7,5.8,2,Simulation,Glu Mobile,Glu Mobile,,12.06.2008
My Pokemon Ranch,Wii,4,6.3,205,Virtual Pet,Nintendo,Ambrella (Marigul),09.06.2008,12.06.2008
The Incredible Hulk,PlayStation 2,5.7,6.9,41,Action,SEGA,Edge of Reality,05.06.2008,13.06.2008
Space Invaders Extreme,PlayStation Portable,8.5,8.1,127,Shooter,Taito,Taito,17.06.2008,13.06.2008
Sea Monsters: A Prehistoric Adventure,PlayStation 2,3,6.4,8,Adventure,"Destination Software, Inc. (DSI)",Atomic Planet,27.05.2008,13.06.2008
Sea Monsters: A Prehistoric Adventure,Wii,5,5.7,17,Adventure,"Destination Software, Inc. (DSI)",Atomic Planet,06.12.2007,13.06.2008
Metal Gear Solid 4: Guns of the Patriots (Limited Edition),PlayStation 3,10,9.7,1090,Action,Konami,Kojima Productions,12.06.2008,13.06.2008
Riding Star,PlayStation 2,3,1.4,3,Racing,Valcon Games,Sproing,01.05.2008,13.06.2008
NASCAR 09,PlayStation 3,5.9,7.2,84,Racing,Electronic Arts,,10.06.2008,13.06.2008
Space Invaders Extreme,Nintendo DS,9,8.5,193,Shooter,Taito,Taito,17.06.2008,13.06.2008
Lost Planet: Extreme Condition -- Colonies Edition,PC,7.5,7.6,83,Action,Capcom,Capcom,27.05.2008,13.06.2008
Europa Universalis III: In Nomine,PC,8,7.6,49,Strategy,Paradox Interactive,Paradox Interactive,28.05.2008,13.06.2008
Arkanoid DS,Nintendo DS,4.5,7.1,30,Action,Taito,Taito,17.06.2008,13.06.2008
NASCAR 09,Xbox 360,6.5,7.8,143,Racing,Electronic Arts,Tiburon,10.06.2008,13.06.2008
Sea Life Safari,Xbox 360,4.5,7.2,14,Simulation,WildTangent,WildTangent,18.06.2008,16.06.2008
Block Breaker Deluxe,Wii,7.7,7.6,18,Action,Gameloft,Gameloft,16.06.2008,16.06.2008
World Championship Cards,PlayStation Portable,3.2,5.1,2,Card,Crave Entertainment,,27.05.2008,16.06.2008
Elements of Destruction,Xbox 360,7.9,7.4,16,Action,THQ,Frozen Codebase,18.06.2008,16.06.2008
Jake Hunter: Detective Chronicles,Nintendo DS,6.4,6.6,7,Adventure,Aksys Games,ARC System Works,10.06.2008,17.06.2008
The Chronicles of Narnia: Prince Caspian,Wireless,4.5,6.7,2,Action,Living Mobile,Disney Internet Group,,17.06.2008
Ninja Combat,Wii,3.5,5.9,4,Action,,Alpha Denshi,02.06.2008,18.06.2008
Tamagotchi Connection: Corner Shop 3,Nintendo DS,5.7,7,5,Virtual Pet,Bandai Namco Games,Bandai Namco Games,17.06.2008,18.06.2008
Fatal Inertia EX,PlayStation 3,7.2,7.1,29,Racing,KOEI,KOEI Canada,19.06.2008,18.06.2008
The New Zealand Story Revolution,Nintendo DS,5.6,5.4,4,Platformer,Ignition Entertainment,,12.02.2008,06.03.2008
Rocketmen: Axis of Evil,PlayStation 3,5.5,4.4,15,Shooter,Capcom,A.C.R.O.N.Y.M. Games,06.03.2008,06.03.2008
Bubble Bobble Double Shot,Nintendo DS,5.9,6.8,6,Platformer,Ignition Entertainment,Dreams,26.02.2008,06.03.2008
Disney Friends,Nintendo DS,7,6.8,9,Adventure,Disney Interactive Studios,Amaze Entertainment,26.02.2008,07.03.2008
Space Monkey,Wireless,7.7,8,1,Action,Glu Mobile,Glu Mobile,,28.02.2008
Ninja Gaiden: Dragon Sword,Nintendo DS,8.6,8.5,501,Action,Tecmo,Team Ninja,25.03.2008,07.03.2008
Army of Two,PlayStation 3,7.9,7.9,946,Action,Electronic Arts,Electronic Arts,04.03.2008,04.03.2008
Conflict: Denied Ops,PC,4,5.9,25,Shooter,Eidos Interactive,Pivotal Games,12.02.2008,25.02.2008
Pole Position Remix,iPod,5,-1,-1,Racing,Namco,Namco,,29.01.2008
Blades of Steel,NES,7.5,8.2,283,Sports,Konami,Konami,,04.02.2008
Operation Wolf,NES,2,6.4,80,Shooter,Taito,Taito,,12.02.2008
ATV: Thunder Ridge Riders / Monster Truck DS,Nintendo DS,2,3.2,5,Compilation,"Destination Software, Inc. (DSI)",Skyworks Interactive,09.08.2007,22.01.2008
Dungeon Explorer: Warriors of Ancient Arts,Nintendo DS,6,7.1,13,Action,Hudson Soft,Hudson Soft,12.02.2008,15.02.2008
Pac-Attack,Wii,6,7.1,7,Puzzle,Bandai Namco Games,Namco,14.01.2008,15.01.2008
The Dynastic Hero,TurboGrafx-16,7,-1,-1,Action,,,,09.01.2008
Harvest Moon,Wii,8.5,8.4,80,RPG,Natsume,Natsume,11.02.2008,11.02.2008
Toy Home,PlayStation 3,6.7,6.8,26,Racing,Sony Computer Entertainment,Game Republic (JP),20.12.2007,04.01.2008
NeoGeo Battle Coliseum,PlayStation 2,7.3,8,96,Fighting,SNK Playmore,SNK Playmore,11.12.2007,04.01.2008
Donkey Kong Country 3: Dixie Kong's Double Trouble,Super NES,8.5,8.7,998,Platformer,Nintendo,Rare,18.11.1996,04.01.2008
Donkey Kong Country 3: Dixie Kong's Double Trouble,Wii,8.5,8.5,172,Platformer,Nintendo,Rare,24.12.2007,04.01.2008
The Golden Compass,PlayStation Portable,3.5,3.9,11,Action,SEGA,Shiny Entertainment,04.12.2007,07.01.2008
StarTropics,NES,8.5,8.4,280,Adventure,Nintendo,Nintendo,,07.01.2008
Atari Classics Evolved,PlayStation Portable,7,7.2,37,Action,Atari,,18.12.2007,07.01.2008
StarTropics,Wii,8.5,8.3,83,Action,Nintendo,Nintendo,07.01.2008,07.01.2008
Omega Five,Xbox 360,7.6,7.7,37,Action,Hudson Soft,Natsume,09.01.2008,08.01.2008
The Golden Compass,PC,3.5,3.8,7,Action,SEGA,Shiny Entertainment,04.12.2007,07.01.2008
Backyard Football 2008,Wii,6,5.4,8,Sports,Atari,Humongous,16.10.2007,07.01.2008
Harvey Birdman: Attorney at Law,PlayStation Portable,7.4,7.8,31,Adventure,Capcom,High Voltage Software,08.01.2008,08.01.2008
Pictionary,Wireless,7,-1,-1,Board,Electronic Arts,Electronic Arts,,08.01.2008
Sam & Max: Season Two -- Episode #2: Moai Better Blues,PC,8.2,8.4,21,Adventure,Telltale Games,GameTap,10.01.2008,08.01.2008
Harvey Birdman: Attorney at Law,PlayStation 2,7.4,7.5,21,Adventure,Capcom,High Voltage Software,08.01.2008,08.01.2008
MTV Cribs,Wireless,5.5,-1,-1,Simulation,RealArcade,,01.01.2008,08.01.2008
Prince of Persia Classic,Wireless,8,8,4,Action,Gameloft,Gameloft,,08.01.2008
Ninjabread Man,Wii,1.5,3.1,99,Action,Conspiracy Entertainment,Data Design Interactive,03.10.2007,08.01.2008
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,4.5,6.5,43,Action,THQ,Blitz Games,19.11.2006,08.01.2008
Luxor: Pharaoh's Challenge,PlayStation 2,4,4,1,Puzzle,MumboJumbo,MumboJumbo,20.11.2007,08.01.2008
Bubble Bobble,Wii,7.5,8,53,Action,Taito,Taito,31.12.2007,08.01.2008
Bubble Bobble,NES,7.5,8.5,270,Action,Taito,Taito,,08.01.2008
The Dynastic Hero,Wii,7,7.7,8,Platformer,Hudson Soft,Westone Co. Ltd.,03.12.2007,09.01.2008
Super Swing Golf: Season 2,Wii,7.3,8,25,Sports,Tecmo,Tecmo,11.12.2007,08.01.2008
Dai Senryaku VII: Modern Military Tactics Exceed,PlayStation 2,4.3,6.3,13,Strategy,Valcon Games,SystemSoft Alpha,11.12.2007,09.01.2008
Tron,Xbox 360,4.9,5.3,26,Action,Disney Interactive Studios,Backbone Entertainment,09.01.2008,10.01.2008
Kingdom Under Fire: Circle of Doom,Xbox 360,5.8,6.5,209,Action,Microsoft,Blueside,08.01.2008,09.01.2008
Elements of Destruction,Nintendo DS,7,4.3,4,Action,THQ,Black Lantern Studios,19.12.2007,10.01.2008
NFL Tour,PlayStation 3,4.5,5.9,34,Sports,Electronic Arts,Tiburon,08.01.2008,10.01.2008
Baby Pals,Nintendo DS,4,6.8,3,Party,Crave Entertainment,,19.11.2007,10.01.2008
Indianapolis 500 Legends,Wii,5.8,7.8,14,Racing,Destineer,Torus Games,18.12.2007,10.01.2008
NFL Tour,Xbox 360,4.7,6.7,58,Sports,Electronic Arts,Tiburon,08.01.2008,10.01.2008
Petz: Hamsterz 2,Nintendo DS,7.5,6.5,11,Virtual Pet,Ubisoft,,13.11.2007,11.01.2008
Last Battle,Genesis,3,6,39,RPG,SEGA,Toei Animation,01.06.1989,11.01.2008
Luxor: Pharaoh's Challenge,PlayStation Portable,4,6,10,Puzzle,MumboJumbo,MumboJumbo,18.12.2007,11.01.2008
NCAA March Madness 08,PlayStation 2,4.9,5.6,5,Sports,Electronic Arts,Electronic Arts,11.12.2007,11.01.2008
Dead Rising,Wireless,7.3,9.1,6,Action,Capcom,Capcom,,11.01.2008
Warhawk -- Operation: Omega Dawn,PlayStation 3,8,8.3,108,Flight,Sony Computer Entertainment,Incognito Entertainment,20.12.2007,14.01.2008
Dance Dance Revolution: Disney Channel Edition (Game Only Edition),PlayStation 2,6.5,8.2,3,Music,Konami,Keen Games,08.01.2008,14.01.2008
Dance Dance Revolution: Disney Channel Edition (Game & Dance Pad),PlayStation 2,6.5,8.7,2,Music,Konami,Keen Games,08.01.2008,14.01.2008
Rolling Thunder 2,Wii,6.5,7,3,Action,Bandai Namco Games,Namco,24.12.2007,14.01.2008
Brain Challenge,Nintendo DS,7.5,7.2,14,Educational,Ubisoft,Gameloft,08.01.2008,14.01.2008
Black Belt,Master System,5,7.6,24,Fighting,SEGA,SEGA,,11.01.2008
Harvey Birdman: Attorney at Law,Wii,7,7.2,50,Adventure,Capcom,High Voltage Software,08.01.2008,14.01.2008
Sonic Riders: Zero Gravity,Wii,5.8,7.1,174,Racing,SEGA,Sonic Team,08.01.2008,14.01.2008
Sonic Riders: Zero Gravity,PlayStation 2,5.8,7.7,95,Racing,SEGA,Sonic Team,08.01.2008,14.01.2008
Boogie Bunnies,Xbox 360,4.1,7.2,28,Puzzle,Sierra,Artech Studios,16.01.2008,15.01.2008
Burnout Paradise,PlayStation 3,8.8,8.7,3121,Racing,Electronic Arts,Criterion Games,22.01.2008,16.01.2008
Pac-Attack,Super NES,6,6.8,20,Puzzle,Namco,Namco,10.10.1993,15.01.2008
Rolling Thunder 2,Genesis,6.5,8.2,22,Action,Namco,Namco,18.11.1991,14.01.2008
Snakeball,PlayStation 3,8,7.5,15,Party,Sony Computer Entertainment,Gamoola Soft,20.12.2007,16.01.2008
Burnout Paradise,Xbox 360,8.8,8.5,2172,Racing,Electronic Arts,Criterion Games,22.01.2008,16.01.2008
Barbie as The Island Princess,Nintendo DS,5.5,8.5,3,Adventure,Activision,HumanSoft,30.10.2007,16.01.2008
Ultimate Board Game Collection,Wii,3.5,6.6,13,Board,Valcon Games,Mere Mortals,17.10.2007,16.01.2008
Barbie as The Island Princess,PlayStation 2,4,6.2,4,Adventure,Activision,Ivolgamus,30.10.2007,16.01.2008
American Girl: Julie Finds A Way,Nintendo DS,3.5,2.8,1,Adventure,THQ,,03.12.2007,16.01.2008
Samurai Warriors Katana,Wii,5.8,7.1,20,Action,KOEI,Omega Force,15.01.2008,17.01.2008
BurgerTime Delight,Wireless,8,7.4,1,Action,Bandai Namco Games,Bandai Namco Games,,17.01.2008
Baseball Stars 2,NeoGeo,8,9.1,8,Sports,SNK,SNK,28.04.1992,17.01.2008
Baseball Stars 2,Wii,8,8.1,17,Sports,SNK Playmore,SNK,10.12.2007,17.01.2008
Jackass: The Game,Nintendo DS,4,6.2,10,Action,Red Mile Entertainment,Sensory Sweep,08.01.2008,17.01.2008
Yu-Gi-Oh! World Championship 2008,Nintendo DS,7.5,8,61,Card,Konami,Konami,04.12.2007,18.01.2008
Deal or No Deal,Nintendo DS,1.5,5.6,13,Trivia,"Destination Software, Inc. (DSI)",Gravity I,03.07.2007,18.01.2008
Ape Quest,PlayStation Portable,7,7.3,18,RPG,Sony Computer Entertainment,SCE Studios Japan,10.01.2008,18.01.2008
Resident Evil: Genesis,Wireless,7.8,5.9,11,Adventure,Capcom,Capcom,,18.01.2008
Crazy Frog Arcade Racer,PlayStation 2,2.5,4.1,15,Racing,Valcon Games,Neko Entertainment,04.09.2007,07.02.2008
NitroStreet Racing,Wireless,8,-1,-1,Racing,Gameloft,Gameloft,31.12.2007,07.02.2008
Advance Wars: Days of Ruin,Nintendo DS,8.6,8.6,638,Strategy,Nintendo,Intelligent Systems,21.01.2008,21.01.2008
Dreadnaught Factor,Atari 5200,8,9.1,3,Action,Activision,Activision,,18.01.2008
Alien Storm,Genesis,6.5,7.5,51,Action,SEGA,SEGA,,22.01.2008
Ghosts 'N Goblins,Wii,6,6.7,26,Action,Capcom,Capcom,10.12.2007,21.01.2008
Ghosts 'N Goblins,NES,6,7.9,198,Action,Capcom,Capcom,,21.01.2008
Top Chef Challenge,Wireless,5,-1,-1,Puzzle,LimeLife,,22.01.2008,22.01.2008
Devil May Cry 4 (Collector's Edition),Xbox 360,8.7,8.7,215,Action,Capcom,Capcom,05.02.2008,07.02.2008
Endless Ocean,Wii,8,8.1,309,Adventure,Nintendo,Arika,21.01.2008,22.01.2008
Karaoke Revolution Presents American Idol Encore (Game Only Edition),PlayStation 2,8.3,6.9,5,Music,Konami,Blitz Games,05.02.2008,07.02.2008
Raw Danger,PlayStation 2,7.5,8,42,Adventure,Agetec,Irem Software Engineering,19.06.2007,07.02.2008
Devil May Cry 4 (Collector's Edition),PlayStation 3,8.7,8.8,232,Action,Capcom,Capcom,05.02.2008,07.02.2008
Karaoke Revolution Presents American Idol Encore (Game & Microphone),Xbox 360,6.3,7.2,37,Music,Konami,Blitz Games,05.02.2008,07.02.2008
No More Heroes,Wii,7.8,8.5,1765,Action,Ubisoft,Marvelous Entertainment,22.01.2008,22.01.2008
Super Street Fighter II: The New Challengers,Wii,8,8.3,80,Fighting,Capcom,Capcom,21.01.2008,07.02.2008
Rush Hour: Taxi Trouble,Wireless,6,6,1,Puzzle,Starwave,,01.01.2008,07.02.2008
Romance of The Three Kingdoms XI,PlayStation 2,7,8,37,Strategy,KOEI,KOEI,06.02.2007,08.02.2008
Riot Zone,Wii,4,4,1,Action,Hudson Soft,Westone Co. Ltd.,14.01.2008,08.02.2008
Karaoke Revolution Presents American Idol Encore (Game & Microphone),Wii,6,7.4,6,Music,Konami,Blitz Games,05.02.2008,08.02.2008
Go! Sports Skydiving,PlayStation 3,3,4.2,21,Sports,Sony Computer Entertainment,Lightweight,07.02.2008,08.02.2008
World Championship Paintball,PlayStation 2,2,3.4,9,Shooter,THQ,Coresoft,07.01.2008,08.02.2008
The Spiderwick Chronicles,Nintendo DS,7.8,7.2,4,Adventure,Sierra,Stormfront Studios,05.02.2008,08.02.2008
Bomberman Land Touch! 2,Nintendo DS,7.9,8.4,16,Action,Hudson Soft,Hudson Soft,29.01.2008,08.02.2008
Under a Killing Moon,PC,9,8.6,47,Adventure,Access Software,Access Software,31.10.1994,11.02.2008
Harvest Moon,Super NES,8.5,8.8,167,RPG,Natsume,Natsume,01.03.1997,11.02.2008
My Horse & Me,Nintendo DS,4.3,7.2,1,Simulation,Destineer,Mistic Software,05.02.2008,11.02.2008
Bomberman Land,Wii,7.2,8,47,Action,Hudson Soft,Hudson Soft,29.01.2008,12.02.2008
Discs of Tron,Xbox 360,3,6.8,13,Action,Disney Interactive Studios,Backbone Entertainment,13.02.2008,11.02.2008
Pirates of the Burning Sea,PC,8.2,6.9,117,RPG,Sony Online Entertainment,Flying Lab,21.01.2008,12.02.2008
Buzz! Junior: Robo Jam (Game Only Edition),PlayStation 2,6.5,5.4,4,Action,Sony Computer Entertainment,Magenta Software,11.03.2008,12.02.2008
WipEout Pulse,PlayStation Portable,8.8,8.4,280,Racing,Sony Computer Entertainment,SCE Studios Liverpool,12.02.2008,12.02.2008
Disney Princess: Enchanted Journey,Wii,4,5.2,12,Adventure,Disney Interactive Studios,Papaya Studios,30.10.2007,22.01.2008
SpongeBob SquarePants: Atlantis Treasures,Wireless,6,-1,-1,Action,THQ Wireless,,,22.01.2008
Disney Princess: Enchanted Journey,PlayStation 2,3.5,9.2,4,Adventure,Disney Interactive Studios,Papaya Studios,16.10.2007,22.01.2008
Yu-Gi-Oh! GX: The Beginning of Destiny,PlayStation 2,5.5,7.1,48,Strategy,Konami,Konami JPN (KCEJ),08.01.2008,23.01.2008
Nitrobike,Wii,6.5,6.4,23,Racing,Ubisoft,"Left Field Productions, Inc.",15.01.2008,23.01.2008
Clue / Mouse Trap / Perfection / Aggravation,Nintendo DS,3.5,4.4,7,,"Destination Software, Inc. (DSI)",Gravity I,10.12.2007,23.01.2008
Mario & Sonic at the Olympic Games,Nintendo DS,7.8,7.7,199,Sports,SEGA,SEGA,22.01.2008,22.01.2008
Alien Storm,Wii,6.5,8,9,Action,SEGA,SEGA,17.12.2007,22.01.2008
Star Wars: The Empire Strikes Back,Wireless,7,6,2,Action,THQ Wireless,G5 Entertainment,,22.01.2008
One Piece: Unlimited Adventure,Wii,6.8,8.3,97,Action,Bandai Namco Games,Ganbarion,22.01.2008,24.01.2008
Pursuit Force: Extreme Justice,PlayStation Portable,8,8.1,121,Racing,Sony Computer Entertainment,BigBig Studios,29.01.2008,24.01.2008
Monster Lair,TurboGrafx-CD,7.5,7.8,7,Platformer,NEC,Hudson Soft,,24.01.2008
Alex Kidd in Miracle World,Master System,9,-1,-1,Platformer,SEGA,SEGA,,25.01.2008
Monster Lair,Wii,7.5,7.7,11,Action,NEC,Hudson Soft,17.12.2007,24.01.2008
Battle for the White House,Wireless,7.8,-1,-1,Action,Gameloft,Gameloft,,25.01.2008
Dance Dance Revolution: Hottest Party,Wii,7,7.1,64,Music,Konami,Konami,25.09.2007,28.01.2008
Warriors of The Lost Empire,PlayStation Portable,6.8,7.5,26,Action,UFO Interactive,Goshow,10.12.2007,28.01.2008
Miami Nights: Singles in the City,Nintendo DS,4,5.5,5,Simulation,Ubisoft,Gameloft,15.01.2008,28.01.2008
Light Crusader,Wii,6.5,7.7,9,RPG,SEGA,Treasure,31.12.2007,28.01.2008
Jenga: World Tour,Wii,1.7,5,14,Puzzle,Atari,Atomic Planet,07.12.2007,28.01.2008
Light Crusader,Genesis,6.5,7.8,38,Action,SEGA,Treasure,25.05.1995,28.01.2008
PixelJunk Monsters,PlayStation 3,8.5,8.3,671,Strategy,Sony Computer Entertainment,Q-Games,24.01.2008,29.01.2008
1080° Snowboarding,Wii,8.5,8.3,69,Sports,Nintendo,Nintendo,28.01.2008,29.01.2008
Taito Legends 2,PC,7.5,8.5,3,Compilation,Empire Interactive,Taito,,29.01.2008
Operation Wolf,Wii,2,2.5,5,Shooter,,Taito,04.02.2008,12.02.2008
SunAge,PC,5.2,8.8,7,Strategy,Lighthouse Interactive,Vertex4,05.02.2008,12.02.2008
Commanders: Attack of the Genos,Xbox 360,7.6,8.3,18,Strategy,Sierra,Southend Interactive,13.02.2008,12.02.2008
Columns III: Revenge of Columns,Wii,5.5,7.3,6,Puzzle,SEGA,,04.02.2008,13.02.2008
SingStar '90s,PlayStation 2,7.5,7.3,30,Music,Sony Computer Entertainment,,18.03.2008,13.02.2008
Petz: Catz 2,PlayStation 2,6,7.7,13,Virtual Pet,Ubisoft,Ubisoft,13.11.2007,13.02.2008
Winter Sports: The Ultimate Challenge 2008,PlayStation 2,6,6.5,3,Sports,Conspiracy Entertainment,49Games,27.12.2007,12.02.2008
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,7,7.7,176,Action,Square Enix,Genius Sonority,19.02.2008,13.02.2008
The Spiderwick Chronicles,Wii,7.5,8,5,Adventure,Sierra,Stormfront Studios,05.02.2008,13.02.2008
Columns III: Revenge of Columns,Genesis,5.5,7.8,16,Puzzle,Vic Tokai,SEGA,25.05.1994,13.02.2008
Spy Games: Elevator Mission,Wii,2.5,2.8,17,Shooter,UFO Interactive,,02.11.2007,13.02.2008
The Spiderwick Chronicles,PlayStation 2,7,7.7,8,Adventure,Sierra,Stormfront Studios,05.02.2008,13.02.2008
The Spiderwick Chronicles,Xbox 360,7.6,7.6,26,Adventure,Sierra,Stormfront Studios,05.02.2008,13.02.2008
Petz: Catz 2,PC,6,7.8,4,Virtual Pet,Ubisoft,,13.11.2007,13.02.2008
Professor Layton and the Curious Village,Nintendo DS,8,8.7,986,Adventure,Nintendo,Level-5,11.02.2008,13.02.2008
Clockwork Knight,Saturn,6,7.5,84,Action,SEGA,SEGA,01.01.1996,13.02.2008
Harry Potter: Mastering Magic,Wireless,7,8.5,2,Puzzle,Electronic Arts,Electronic Arts,,14.02.2008
Petz: Catz 2,Wii,6,8.6,10,Adventure,Ubisoft,Ubisoft,14.11.2007,13.02.2008
Luxor: Pharaoh's Challenge,Nintendo DS,6.8,7.4,3,Puzzle,MumboJumbo,MumboJumbo,11.12.2007,14.02.2008
Dungeon Explorer: Warriors of Ancient Arts,PlayStation Portable,6,7.2,19,Action,Hudson Soft,Hudson Soft,12.02.2008,15.02.2008
Buzz!: The Hollywood Quiz,PlayStation 2,8.3,8.3,19,Trivia,Sony Computer Entertainment,SCEE,11.03.2008,14.02.2008
Merv Griffin's Crosswords,Wireless,8,9,1,Trivia,Oberon Media,Oberon Media,02.04.2008,14.02.2008
Myth Makers: Super Kart GP,Wii,3.5,1.9,11,Racing,Conspiracy Entertainment,Data Design Interactive,11.12.2007,14.02.2008
Dark Messiah of Might and Magic Elements,Xbox 360,5.7,6.6,165,Action,Ubisoft,Ubisoft,12.02.2008,15.02.2008
Dynasty Warriors 6,PlayStation 3,5.9,7.7,267,Action,KOEI,Omega Force,19.02.2008,15.02.2008
FIFA Street 3,PlayStation 3,6.7,6.8,77,Sports,Electronic Arts,Electronic Arts,18.02.2008,18.02.2008
Rig Racer 2,Wii,3,2,7,Racing,Bold Games (Destineer),Data Design Interactive,02.01.2008,15.02.2008
Dynasty Warriors 6,Xbox 360,6,7.4,222,Action,KOEI,Omega Force,19.02.2008,15.02.2008
Sins of a Solar Empire,PC,8.9,8.5,701,Strategy,Stardock Entertainment,Ironclad Games,04.02.2008,15.02.2008
Patapon,PlayStation Portable,9.2,8.7,930,Action,Sony Computer Entertainment,Pyramid (JP),26.02.2008,15.02.2008
God of War: Chains of Olympus,PlayStation Portable,9.4,9.1,2769,Action,Sony Computer Entertainment,Ready At Dawn Studios,04.03.2008,18.02.2008
FIFA Street 3,Xbox 360,6.7,7.1,94,Sports,Electronic Arts,Electronic Arts,18.02.2008,18.02.2008
Phantasy Star II,Genesis,8,8.7,150,RPG,SEGA,SEGA,,18.02.2008
Conflict: Denied Ops,Xbox 360,4,4.9,68,Shooter,Eidos Interactive,Pivotal Games,12.02.2008,18.02.2008
Phantasy Star II,Wii,8,8.3,30,RPG,SEGA,SEGA,18.02.2008,18.02.2008
Art of Fighting Anthology,PlayStation 2,7,7.4,35,Fighting,SNK Playmore,SNK Playmore,15.05.2007,19.02.2008
Pet Pals: Animal Doctor,Nintendo DS,7,9,5,Simulation,Majesco,Frontline Studios,05.02.2008,19.02.2008
Conflict: Denied Ops,PlayStation 3,4,4.9,68,Shooter,Eidos Interactive,Pivotal Games,12.02.2008,18.02.2008
Apollo Justice: Ace Attorney,Nintendo DS,8.3,8.7,433,Adventure,Capcom,Capcom,19.02.2008,19.02.2008
The King of Fighters '94,Wii,8,8.3,22,Fighting,SNK Playmore,SNK,07.01.2008,20.02.2008
The Club,PlayStation 3,6.9,6.5,94,Action,SEGA,Bizarre Creations,19.02.2008,22.02.2008
The History Channel: Battle For the Pacific,PlayStation 3,4.5,4.4,18,Shooter,Activision Value,Cauldron,19.02.2008,21.02.2008
N+,Xbox 360,8.5,8.2,395,Platformer,Metanet Software,Slick Entertainment,19.02.2008,22.02.2008
Kirby 64: The Crystal Shards,Wii,7.5,8.3,170,Platformer,Nintendo,HAL Laboratory,25.02.2008,25.02.2008
Need for Speed ProStreet,PlayStation Portable,5,5.9,57,Racing,Electronic Arts,Black Box,18.02.2008,22.02.2008
The Spiderwick Chronicles,PC,7.5,7.5,1,Adventure,Sierra,Stormfront Studios,05.02.2008,20.02.2008
Block Breaker Deluxe,iPod,7.5,7,1,Puzzle,Gameloft,Gameloft,17.01.2008,29.01.2008
Frontlines: Fuel of War,Xbox 360,7.6,7.7,424,Shooter,THQ,Kaos Studios,25.02.2008,25.02.2008
Shadowgrounds Survivor,PC,7.6,7.3,41,Action,Meridian4,Frozenbyte,06.12.2007,29.01.2008
Rez HD,Xbox 360,8.6,8.6,312,Shooter,Q Entertainment,HexaDrive,30.01.2008,29.01.2008
Counter Force,Wii,4,4.2,16,Action,Conspiracy Entertainment,Hyper-Devbox,03.10.2007,29.01.2008
The Club,Xbox 360,6.9,7,193,Action,SEGA,Bizarre Creations,19.02.2008,22.02.2008
Carol Vorderman's Sudoku,PC,7.8,7.9,2,Puzzle,Empire Interactive,Atomic Planet,07.03.2007,29.01.2008
Mountain King,Atari 5200,8,8.8,3,Action,CBS Electronics,CBS Electronics,01.06.1983,30.01.2008
CSI: Crime Scene Investigation: Dark Motives,Nintendo DS,4.8,6.2,16,Adventure,Ubisoft,,19.11.2007,30.01.2008
Chessmaster Live,Xbox 360,6.4,7.4,35,Board,Ubisoft,Ubisoft,30.01.2008,31.01.2008
Metal Gear,Wireless,8,-1,-1,Action,Konami,Konami JPN (KCEJ),,31.01.2008
Battlestar Galactica,PC,5.1,6,8,Action,Sierra,Auran,24.10.2007,30.01.2008
Turok,PlayStation 3,7,7.1,327,Shooter,Touchstone,Propaganda Games,04.02.2008,31.01.2008
Top Hunter: Roddy & Cathy,Wii,7,7.6,6,Action,SNK Playmore,SNK,31.12.2007,31.01.2008
Barbie as The Island Princess,PC,4,4,1,Party,Activision,Ivolgamus,30.10.2007,31.01.2008
Turok,Xbox 360,7.3,7.4,574,Shooter,Touchstone,Propaganda Games,04.02.2008,31.01.2008
Devil May Cry 4,Xbox 360,8.7,8.4,1499,Action,Capcom,Capcom,05.02.2008,04.02.2008
Kenseiden,Master System,7,8.4,21,Action,SEGA,SEGA,31.12.1988,01.02.2008
Penumbra: Black Plague,PC,7.7,7.3,95,Action,Paradox Interactive,Frictional Games,12.02.2008,01.02.2008
Zoo Tycoon 2 DS,Nintendo DS,7,7.3,15,Simulation,THQ,Altron,04.02.2008,04.02.2008
